getInstallerPackageName,newselect,mprotect,getPackageInfo,create_folder,getReceiverInfo,mkdir,pwrite64,getSearchableInfo,pread64,unlink,munmap,statfs64,getActivityInfo,fdatasync,fs_pipe_access,fs_access(read),fs_pipe_access(write),fs_access,mmap2,fs_access(),pipe,fcntl64,fs_access(create__write),nanosleep,getApplicationInfo,fs_access(create__read__write),rename,access,chmod,gettid,fs_access(create),brk,device_access,queryIntentServices,network_access,stat64,fs_access(write),open,lstat64,Class
0,0,0.00357614,0.000406119,0.008571429,0,0.006147541,0.002426457,0,0.004075761,0.015801354,0.004454343,0.007092199,0.006896552,0.003776435,0.002518892,0.013393639,0,0.015871122,0.010689922,0.002320186,0.016981132,0.012838779,0.007824726,3.96E-05,0.000204666,0.059405941,0.008955224,0.011914218,0.004452926,0.011684518,0.005617978,0.027016496,0.002365664,0,0.006004367,0.012844231,0.024590164,0.016927949,0.000565056,2
0,0.122850167,0.021183253,0.00230134,0.014285714,0,0.027663934,0.009526092,0,0.011212954,0.151241535,0.030084491,0.134751773,0.013793103,0.010196375,0.050377834,0.015575481,0.005714286,0.057637232,0.062803291,0.141531323,0.088679245,0.035035456,0.164319249,0.728395062,0.004502661,0,0.226865672,0.060120975,0.062977099,0.017925113,0.029213483,0.064164177,0.007660246,0,0.034934498,0.046778371,0.069672131,0.02962787,0.006304833,4
0,0,0.002726074,0.000135373,0.002857143,0,0.00204918,0,0,0.000793021,0,0.002156468,0,0,0,0.002518892,0.000238888,0,0.001909308,0.004712005,0,0.003773585,0.000275232,0.00312989,6.80E-05,0,0,0,0.000305493,0.000636132,0.001549084,0.000749064,0.01818418,7.51E-05,0,0,0.001638564,0.028688525,0.000696754,8.92E-05,3
0,0.002872428,0.028775221,0.001895221,0.041428571,0,0.050204918,0.004643221,0,0.002747911,0.081264108,0.01778202,0.070921986,0.006896552,0.005287009,0.113350126,0.014460671,0,0.032577566,0.052640833,0.069605568,0.28490566,0.01180261,0.103286385,0.003488504,0.004297994,0.01980198,0.086567164,0.023522943,0.03307888,0.018057891,0.01423221,0.043771918,0.005895385,0,0.0180131,0.016702786,0.081967213,0.023230404,0.010052045,4
0,0,0.000547169,0.000135373,0,0,0,0,0,1.84E-05,0,7.07E-05,0,0,0,0.005037783,0.000143333,0,0.000477327,0.001125255,0,0.003773585,8.10E-05,0.00312989,0,0,0,0,0.000183296,0,0.00092945,0.000374532,0.001039096,7.51E-05,0,0,0.000581426,0.024590164,0.000380048,8.92E-05,2
0,0,0.007640823,0.000812238,0.017142857,0,0.017418033,0,0,0.000350405,0.020316027,0.00477251,0.014184397,0,0,0.005037783,0.001911102,0,0.007159905,0.015366763,0.020881671,0.005660377,0.001894246,0.111111111,9.06E-05,0.000818666,0,0.026865672,0.005254475,0.012086514,0.002655572,0.022097378,0.010910508,0.001952612,0,0,0.006871399,0.045081967,0.006017419,0.002022305,1
0.001569859,0.00026929,0.002540427,0.000676865,0,0,0.004098361,0.000778863,0,0.001143426,0.004514673,0.002121116,0.007092199,0,0.000755287,0.007556675,0.00038222,0,0.002983294,0.004571348,0.004640371,0.009433962,0.00234757,0.009389671,8.49E-05,0,0,0,0.00378811,0.000636132,0.00194742,0.001498127,0.008832316,0.000375502,0,0.000545852,0.003224272,0.028688525,0.001203484,0.000148699,0
0,0,0.001524256,0.000135373,0.002857143,0,0.00204918,0,0,0.000276635,0,0.000954502,0,0,0,0.002518892,0.000238888,0,0.001073986,0.00316478,0,0.003773585,0.000178092,0.00312989,2.83E-05,0,0,0,0.000305493,0.000636132,0.001195008,0.000749064,0.006104689,0.000112651,0,0,0.001109995,0.024590164,0.000585907,8.92E-05,3
0,0,0.00346866,0.000270746,0.008571429,0,0.006147541,0,0,0.002102429,0,0.005373493,0,0,0,0.002518892,0.000318517,0,0.002505967,0.007982277,0,0.003773585,0.000372373,0.004694836,5.10E-05,0,0,0,0.000794281,0.001908397,0.001681862,0.001123596,0.018963502,7.51E-05,0,0,0.00206142,0.024590164,0.000870942,0.000178439,0
0,0,0.009780644,0.002030594,0.008571429,0,0.012295082,0.002755976,0,0.001696697,0.088036117,0.010888394,0.056737589,0.013793103,0.003398792,0.037783375,0.0046822,0,0.017661098,0.026408327,0.076566125,0.054716981,0.007819836,0.070422535,0.000220863,0.003274662,0.02970297,0.08358209,0.014297061,0.029262087,0.013764716,0.007490637,0.024938304,0.002928917,0,0.013100437,0.014324224,0.045081967,0.009517023,0.002141264,1
0,0,0.000810982,0.000135373,0.002857143,0,0.00204918,0,0,0.000295078,0,0.000813094,0,0,0,0.002518892,0.000222962,0,0.000954654,0.00267248,0,0.003773585,0.000129521,0.00312989,5.66E-06,0,0,0,0.000305493,0.000636132,0.00097371,0.000749064,0.007273672,7.51E-05,0,0,0.000792854,0.024590164,0.000538401,8.92E-05,3
0.003139717,0.000251337,0.007513801,0.003384324,0,0,0,0,0,0.000202866,0.029345372,0.002828154,0.028368794,0.013793103,0,0.01511335,0.000987403,0,0.00477327,0.005450454,0.030162413,0.011320755,0.000518084,0.018779343,0.000368105,0.002455997,0,0.029850746,0.007331826,0.001272265,0.004027618,0.001498127,0.0129887,0.000187751,0,0.001091703,0.003805698,0.028688525,0.002090261,0.000713755,0
0,0,0.000693732,0.000135373,0.002857143,0,0.00204918,0,0,1.84E-05,0,0.000106056,0,0,0,0.005037783,0.000143333,0,0.000477327,0.001265912,0,0.003773585,8.10E-05,0.00312989,0,0,0,0,0.000183296,0.000636132,0.00092945,0.000749064,0.001688531,7.51E-05,0,0,0.000792854,0.024590164,0.000395883,8.92E-05,4
0,0,0.002413406,0.000541492,0,0,0,0.000898688,0,0.000977445,0.009029345,0.002156468,0.007092199,0,0.001132931,0.01511335,0.000318517,0,0.004295943,0.005133976,0.004640371,0.022641509,0.004824661,0.006259781,0.000186884,0.001432665,0,0.005970149,0.005682165,0.001908397,0.008542091,0.001872659,0.010261073,0.000901205,0,0.005458515,0.004809979,0.024590164,0.001536025,0.000773234,4
0,0,0.000810982,0.000135373,0.002857143,0,0.00204918,0,0,0.00038729,0,0.00074239,0,0,0,0.002518892,0.000159258,0,0.000596659,0.001898868,0,0.003773585,8.10E-05,0.00312989,5.66E-06,0,0,0,0.000183296,0.000636132,0.00092945,0.000749064,0.002857514,7.51E-05,0,0,0.001004281,0.024590164,0.000427553,8.92E-05,2
0,0,0.002657677,0.000406119,0.008571429,0,0.006147541,0.000179738,0,0.000276635,0.009029345,0.002050412,0,0.006896552,0.001888218,0.002518892,0.007946999,0,0.003937947,0.007243829,0,0.018867925,0.003448499,0.009389671,4.53E-05,0.000204666,0.069306931,0.005970149,0.002810533,0.003180662,0.011817297,0.001872659,0.023509547,0.000262852,0,0.006004367,0.003699984,0.024590164,0.008915281,0.000386617,2
0,0,0.002559969,0.000541492,0.007142857,0,0.005122951,0.00545204,0,0.002286852,0.022573363,0.004100824,0.007092199,0.006896552,0.00641994,0.002518892,0.000971477,0,0.010023866,0.006716365,0.013921114,0.005660377,0.007317942,0.018779343,0.0001076,0.002660663,0,0.017910448,0.006720841,0.010178117,0.002655572,0.0082397,0.016365762,0.000638354,0,0.002729258,0.007399968,0.028688525,0.003214568,0.000446097,1
0,0.002872428,0.039982412,0.001624475,0.051428571,0,0.066598361,0.006320772,0,0.004555263,0.119638826,0.021352565,0.085106383,0,0.007175227,0.16372796,0.00824959,0,0.045942721,0.066003235,0.104408353,0.320754717,0.02132241,0.13771518,0.001710273,0.004297994,0.01980198,0.128358209,0.048023462,0.05216285,0.014959724,0.023595506,0.053513443,0.008148398,0,0.028930131,0.028437021,0.098360656,0.020538401,0.012371747,4
0,0,0.000537398,0.000135373,0.004285714,0,0.00307377,0,0,0.000442617,0.006772009,0.000989854,0,0,0,0.002518892,0.000127407,0,0.000357995,0.002039525,0.006960557,0.003773585,8.10E-05,0.009389671,5.10E-05,0,0,0.008955224,0.000733183,0.003816794,0.001017969,0.001123596,0.002727627,7.51E-05,0,0.000545852,0.001321423,0.024590164,0.000443389,0.000208178,3
0,0.002872428,0.028022864,0.001759848,0.041428571,0,0.050204918,0.003744533,0,0.002489718,0.076749436,0.017640612,0.070921986,0.006896552,0.004154079,0.113350126,0.011753277,0,0.03150358,0.05253534,0.069605568,0.28490566,0.01065311,0.103286385,0.001296863,0.004297994,0.01980198,0.086567164,0.02278976,0.032442748,0.016730105,0.012734082,0.043642031,0.005857835,0,0.0180131,0.01559279,0.081967213,0.020300871,0.010052045,4
0,0,0.001895549,0.000135373,0.004285714,0,0.00307377,0,0,0.000756137,0.002257336,0.002580691,0,0,0,0.002518892,0.000238888,0,0.000954654,0.004571348,0.002320186,0.003773585,0.000210472,0.006259781,6.23E-05,0,0,0.002985075,0.001099774,0.002544529,0.001283527,0.001123596,0.009481751,7.51E-05,0,0,0.002537132,0.024590164,0.000601742,0.000148699,3
0,0,0.000566711,0.000135373,0,0,0.00102459,0.000898688,0,0.001512273,0.004514673,0.001732244,0.007092199,0,0.001132931,0.002518892,0.000159258,0,0.005369928,0.003024123,0,0.003773585,0.005018942,0.004694836,1.70E-05,0.000204666,0,0,0.005254475,0.000636132,0.001106488,0.001872659,0.004156384,0.001389358,0,0,0.005179978,0.024590164,0.001694378,0.000446097,4
0,0,0.002247301,0.000406119,0.007142857,0,0.007172131,0,0,0.000221308,0.004514673,0.002121116,0.014184397,0.006896552,0,0.012594458,0.000493701,0,0.003221957,0.006294395,0.004640371,0.018867925,0.000356183,0.015649452,3.40E-05,0.000818666,0,0.005970149,0.002138449,0.006997455,0.002124458,0.002247191,0.007403559,0.000112651,0,0,0.002484275,0.028688525,0.001346002,0.000386617,1
0,0,0.001211588,0.000270746,0.002857143,0,0.00204918,0,0,0.000571713,0,0.001484781,0,0,0,0.002518892,0.000222962,0,0.000954654,0.003446093,0,0.003773585,0.000129521,0.00312989,1.70E-05,0,0,0,0.000549887,0.000636132,0.001106488,0.000749064,0.006104689,0.000112651,0,0,0.001109995,0.024590164,0.000554236,8.92E-05,3
0,0,0.008989203,0.006904021,0.005714286,0,0.017418033,0.007638847,0,0.007653579,0.126410835,0.007989536,0.092198582,0.020689655,0.008308157,0.075566751,0.001640362,0,0.031861575,0.022047964,0.125290023,0.1,0.024884241,0.095461659,0.001019368,0.003888661,0.01980198,0.280597015,0.045885013,0.013358779,0.012658228,0.035205993,0.031432654,0.003792573,0.001657001,0.00709607,0.023627042,0.028688525,0.010166271,0.004877323,4
0,0,0.000547169,0.000135373,0,0,0,0,0,1.84E-05,0,7.07E-05,0,0,0,0.005037783,0.000143333,0,0.000477327,0.001125255,0,0.003773585,8.10E-05,0.00312989,0,0,0,0,0.000183296,0,0.00092945,0.000374532,0.001039096,7.51E-05,0,0,0.000581426,0.024590164,0.000380048,8.92E-05,2
0,0,0.002814011,0.000406119,0.007142857,0,0.005122951,0.004074052,0,0.000110654,0.015801354,0.00512603,0,0.006896552,0.001888218,0.002518892,0.012167349,0,0.005727924,0.010725086,0.006960557,0.016981132,0.00594178,0.006259781,7.36E-05,0.000204666,0.069306931,0.005970149,0.002688336,0.001272265,0.021908471,0.008988764,0.095856605,0.000938756,0,0.005458515,0.003805698,0.024590164,0.013903405,0.000743494,4
0,0.00301605,0.029361473,0.001624475,0.041428571,0,0.050204918,0.004643221,0,0.002692584,0.081264108,0.017640612,0.070921986,0.006896552,0.005287009,0.108312343,0.00890255,0,0.032338902,0.05253534,0.069605568,0.28490566,0.0118188,0.103286385,0.001019368,0.004297994,0.01980198,0.086567164,0.02364514,0.03307888,0.015048243,0.01423221,0.043512144,0.005895385,0,0.0180131,0.016702786,0.081967213,0.017640538,0.010052045,4
0,0,0.004377351,0.000406119,0.007142857,0,0.005122951,3.00E-05,0,0.000405732,0.004514673,0.004843214,0,0.006896552,0.000377644,0.002518892,0.013361788,0,0.005250597,0.010443772,0,0.016981132,0.001554253,0.018779343,0.000169895,0.000204666,0.01980198,0.002985075,0.001344168,0.001272265,0.013100823,0.001498127,0.047278867,0.000826105,0,0.005458515,0.002589989,0.024590164,0.014711006,0.000386617,3
0,0,0.005442376,0.000406119,0.008571429,0,0.006147541,0,0,0.000756137,0.004514673,0.001944356,0,0.027586207,0.000377644,0.005037783,0.000270739,0,0.002147971,0.005661439,0,0.01509434,0.00119807,0.00312989,0.000164232,0.000204666,0.01980198,0,0.002505041,0.002544529,0.008188015,0.000749064,0.012728926,0.000187751,0,0.004366812,0.001162852,0.024590164,0.000823436,0.000297398,4
0,0,0.000537398,0.000135373,0.004285714,0,0.00307377,0,0,0.000442617,0.006772009,0.000989854,0,0,0,0.002518892,0.000127407,0,0.000357995,0.002039525,0.006960557,0.003773585,8.10E-05,0.009389671,1.70E-05,0,0,0.008955224,0.000733183,0.003816794,0.001017969,0.001123596,0.002857514,7.51E-05,0,0,0.001321423,0.024590164,0.000443389,0.000208178,3
0,0,0.004045141,0.000135373,0.002857143,0,0.00204918,0,0,0.002563488,0,0.006363347,0,0,0,0.002518892,0.000254814,0,0.002386635,0.008861383,0,0.003773585,0.000356183,0.00312989,6.23E-05,0,0,0,0.000305493,0.000636132,0.001460565,0.000749064,0.018833615,7.51E-05,0,0,0.002589989,0.024590164,0.000760095,8.92E-05,2
0.004709576,0.000484722,0.017616884,0.033166373,0.008571429,0.210526316,0.007172131,0.024953568,0,0.04464895,0.060948081,0.051649167,0.007092199,1,0.024546828,0.04534005,0.019286203,0,0.092720764,0.067480132,0.053364269,0.281132075,0.098986497,0.040688576,0.002044399,0.032541957,0.069306931,0.059701493,0.118225698,0.085877863,0.072364345,0.072659176,0.105857904,0.003905223,0.003314002,0.008733624,0.139119404,0.028688525,0.036848773,0.001546468,0
0,0,0.001729445,0.000270746,0.002857143,0,0.00204918,0,0,0.000571713,0,0.001590837,0,0,0,0.002518892,0.000557405,0,0.001551313,0.003868064,0,0.003773585,0.000388563,0.00312989,4.53E-05,0,0,0,0.000549887,0.000636132,0.001283527,0.000749064,0.006884011,0.000112651,0,0,0.001109995,0.024590164,0.000965954,8.92E-05,3
0,8.98E-05,0.014900581,0.000135373,0.104285714,0,0.116803279,0,0,0.000147539,0.079006772,0.003747304,0.021276596,0.027586207,0,0.017632242,0.00422035,0,0.018615752,0.012834939,0.071925754,0.026415094,0.000372373,0.057902973,0.000481368,0.001227998,0,0.005970149,0.00293273,0.002544529,0.001504824,0.002621723,0.075983894,0.000112651,0,0.000545852,0.033247,0.028688525,0.007521774,0.001040892,0
0,0,0.000547169,0.000135373,0,0,0,0,0,1.84E-05,0,7.07E-05,0,0,0,0.005037783,0.000143333,0,0.000477327,0.001125255,0,0.003773585,8.10E-05,0.00312989,0,0,0,0,0.000183296,0,0.00092945,0.000374532,0.001039096,7.51E-05,0,0,0.000581426,0.024590164,0.000380048,8.92E-05,2
0,0,0.002481802,0.000135373,0.002857143,0,0.00204918,0,0,0.000331962,0,0.000777742,0,0,0,0.002518892,0.000222962,0,0.001909308,0.003305436,0,0.003773585,0.000113331,0.00312989,3.40E-05,0,0,0,0.000305493,0.000636132,0.001327786,0.000749064,0.006624237,7.51E-05,0,0,0.000898568,0.024590164,0.000665083,8.92E-05,3
0,0,0.001866237,0.000270746,0.004285714,0,0.00307377,0.002516326,0,0.002083987,0.004514673,0.003747304,0.007092199,0,0.002643505,0.002518892,0.000175184,0,0.006205251,0.004887826,0,0.003773585,0.006217013,0.00312989,5.66E-05,0,0,0,0.005315574,0.006361323,0.002522794,0.006367041,0.004675932,0.000225301,0,0.003275109,0.006924256,0.024590164,0.001488519,8.92E-05,2
0.001569859,0.000161574,0.004748644,0.001489102,0.018571429,0.157894737,0.016393443,0.009286442,0,0.005532708,0.090293454,0.007353201,0.007092199,0,0.013217523,0.017632242,0.000859996,0,0.014797136,0.011815177,0.046403712,0.026415094,0.016141567,0.054773083,0.000328463,0.000613999,0.069306931,0.059701493,0.01478585,0.02735369,0.009383022,0.016104869,0.045070788,0.000863655,0,0.006004367,0.015962789,0.028688525,0.004639747,0.001040892,0
0,0,0.001201817,0.000270746,0.004285714,0,0.00307377,0,0,7.38E-05,0,0.00017676,0,0,0,0.002518892,0.000159258,0,0.000596659,0.001441733,0,0.003773585,9.71E-05,0.006259781,1.13E-05,0.000204666,0,0,0.000366591,0.001272265,0.001106488,0.000749064,0.002857514,7.51E-05,0,0,0.000898568,0.024590164,0.000459224,8.92E-05,4
0,0,0.003673848,0.000676865,0.001428571,0,0.00204918,0.000898688,0,0.000350405,0.009029345,0.003217025,0.035460993,0,0.001132931,0.025188917,0.000573331,0,0.003579952,0.007700963,0.004640371,0.033962264,0.003076126,0.007824726,0.000175558,0.000818666,0,0.005970149,0.0084316,0.001908397,0.009781358,0.002247191,0.012079491,0.000300402,0,0.008187773,0.006977113,0.028688525,0.001504355,0.001546468,4
0,0,0.002931262,0.000541492,0.004285714,0,0.00307377,0,0,0.000866791,0.004514673,0.002262523,0,0.006896552,0.000377644,0.007556675,0.000286665,0,0.002386635,0.005977917,0,0.01509434,0.001246641,0.00312989,5.10E-05,0.000204666,0.01980198,0,0.001221971,0.001272265,0.008055236,0.000749064,0.018054293,0.000187751,0,0.004912664,0.001585707,0.024590164,0.000870942,0.000297398,4
0.004709576,0.000592438,0.007074112,0.004467307,0.024285714,0.315789474,0.018442623,0.017194895,0,0.008096195,0.097065463,0.010746986,0.028368794,0.020689655,0.019259819,0.01511335,0.001401475,0.011428571,0.028639618,0.013854701,0.085846868,0.024528302,0.025515656,0.100156495,0.000339789,0.007777323,0.03960396,0.12238806,0.030304882,0.041348601,0.004160397,0.025093633,0.025847513,0.004092974,0.006628003,0.003820961,0.027115598,0.028688525,0.009216152,0.002022305,0
0.001569859,0.000197479,0.00962431,0.003925816,0.021428571,0.052631579,0.017418033,0.019621353,0,0.009202737,0.126410835,0.023261569,0.028368794,0.013793103,0.020392749,0.01511335,0.029494673,0,0.033890215,0.034003798,0.081206497,0.032075472,0.030890781,0.078247261,0.0008608,0.005525993,0.198019802,0.119402985,0.025600293,0.029898219,0.042223599,0.028464419,0.115469541,0.006421088,0.002485501,0.007641921,0.03102701,0.036885246,0.03898654,0.002022305,0
0,0.002872428,0.029185598,0.001759848,0.041428571,0,0.050204918,0.003744533,0,0.002489718,0.076749436,0.01760526,0.070921986,0.006896552,0.004154079,0.110831234,0.008854772,0,0.031384248,0.052394683,0.069605568,0.28490566,0.01065311,0.103286385,0.001891494,0.004093328,0.01980198,0.086567164,0.02278976,0.032442748,0.014738426,0.012734082,0.045590336,0.005857835,0,0.0180131,0.01559279,0.081967213,0.017387173,0.010052045,4
0,0,0.002081196,0.000135373,0.004285714,0,0.00307377,0,0,0.000110654,0.029345372,0.000883798,0,0,0,0.005037783,0.000159258,0,0.000477327,0.003305436,0.030162413,0.005660377,0.000194282,0.025039124,0.001727262,0,0,0.03880597,0.852019307,0.010178117,0.002744091,0.001123596,0.006234576,7.51E-05,0,0,0.003118558,0.028688525,0.000665083,0.000505576,2
0,0,0.001152963,0.000135373,0.002857143,0,0.00204918,0,0,0.000276635,0,0.000459575,0,0,0,0.005037783,0.000127407,0,0.000357995,0.001547226,0,0.003773585,8.10E-05,0.00312989,5.66E-06,0,0,0,0.000183296,0.000636132,0.00097371,0.000749064,0.001948305,7.51E-05,0,0,0.000792854,0.024590164,0.000364212,8.92E-05,3
0.003139717,0.004721554,0.010835898,0.001759848,0.018571429,0,0.019467213,0.002096938,0,0.002618815,0.108352144,0.006716866,0.007092199,0,0.001510574,0.025188917,0.000796292,0,0.004653938,0.012940432,0.106728538,0.054716981,0.00233138,0.147104851,0.000821158,0.002046664,0,0.041791045,0.007454023,0.039440204,0.005001328,0.003745318,0.025198078,0.000112651,0.002485501,0.001091703,0.004651409,0.028688525,0.003404592,0.065219331,0
0,0,0.000537398,0.000135373,0.004285714,0,0.00307377,0,0,0.000442617,0.006772009,0.000989854,0,0,0,0.002518892,0.000127407,0,0.000357995,0.002039525,0.006960557,0.003773585,8.10E-05,0.009389671,1.13E-05,0,0,0.008955224,0.000733183,0.003816794,0.001017969,0.001123596,0.002857514,7.51E-05,0,0,0.001321423,0.024590164,0.000443389,0.000208178,3
